,id,colour,vehicle,nums
1206,524537,რუხი,HYUNDAI IX35,6/8
1207,524537,რუხი,TOYOTA PRIUS,7/8
1208,524267,თეთრი,HYUNDAI SOLARIS,
1209,524191,ლურჯი,TOYOTA PRIUS,6/8
1210,524272,ლურჯი,OPEL ASTRA,7/8
1211,524152,რუხი,MERCEDES-BENZ E 240,2/8
1212,524152,რუხი,MITSUBISHI PAJERO,1/8
1213,524659,შავი,HONDA FIT,
1214,524659,ლურჯი,MAZDA MX-5,2/8
1215,524659,წითელი,MERCEDES-BENZ C 180,7/8
1216,523884,რუხი,MERCEDES-BENZ C 220 CDI,1/8
1217,524498,წითელი,BMW 520 I,8/8
1218,524498,რუხი,BMW 528 I,1/8
1219,524498,ყვითელი,OPEL ASTRA,4/8
1220,523845,რუხი,LANCIA LYBRA,1/8
1221,523845,შავი,NISSAN TIIDA,
1222,523845,მწვანე,OPEL VECTRA,6/8
1223,525124,იისფერი,HONDA FIT,8/8
1224,523960,რუხი,MERCEDES-BENZ VITO 109 CDI,1/8
1225,524622,წითელი,MERCEDES-BENZ 190,7/8
1226,524622,იისფერი,MERCEDES-BENZ E 220,5/8
1227,526477,თეთრი,HYUNDAI SONATA,
1228,526477,წითელი,PEUGEOT 407,8/8
1229,526477,რუხი,SUBARU FORESTER,1/8
1230,524547,თეთრი,HONDA ODYSSEY,
1231,524549,,დაიჰაცუ,
1232,524305,შავი,TOYOTA LANDCRUISER LC150,
1233,524528,შავი,TOYOTA PRIUS,
1234,524307,რუხი,MERCEDES-BENZ E 240,1/8
1235,524307,რუხი,MERCEDES-BENZ E 240,8/8
1236,524307,, ოპელი,
1237,524603,წითელი,MERCEDES-BENZ 190,7/8
1238,524603,იისფერი,MERCEDES-BENZ E 220,5/8
1239,524738,ნარინჯისფერი,KAMAZ 43118,6/8
1240,524738,შავი,MERCEDES-BENZ ML 320,
1241,524306,,მეწამური მუქი  VOLKSWAGEN GOLF,2/4
1242,524297,მწვანე,OPEL OMEGA 2.0,7/8
1243,524684,რუხი,MERCEDES-BENZ ML 350,1/8
1244,525401,მწვანე,BMW 316 I COMPACT,6/8
1245,525610,რუხი,FIAT LINEA,1/8
1246,524614,ლურჯი,AUDI A4,6/8
1247,524614,შავი,VOLKSWAGEN GOLF IV,
1248,525251,შავი,HONDA ELYSION,
1249,524696,თეთრი,HOWO ZZ3257N3847A,
1250,525222,შავი,TOYOTA PRIUS,
1251,525222,შავი,VOLKSWAGEN POLO 1.4,
1252,524409,ლურჯი,OPEL ASTRA,7/8
1253,524701,მწვანე,"""დნეპრის""მარკის მოტოციკლი",
1254,524936,თეთრი,FORD TRANSIT,
1255,525234,რუხი,MERCEDES-BENZ E 200,8/8
1256,525234,თეთრი,MERCEDES-BENZ E 350 BLUETEC,
1257,525234,რუხი,OPEL ASTRA,8/8
1258,525364,მწვანე,BMW 316 I,6/8
1259,525406,შავი,MERCEDES-BENZ E 320,
1260,525217,შავი,BMW 325 I,
1261,525217,შავი,SUBARU LEGACY,
1262,525385,თეთრი,MITSUBISHI DELICA,
1263,524902,რუხი,BMW 745 I,1/8
1264,524956,თეთრი,VAZ 21013,
1265,525127,ლურჯი,OPEL ASTRA G,8/8
1266,525249,თეთრი,MERCEDES-BENZ 410 D,
1267,525203,წითელი,SUZUKI GSXR,5/8
1268,524850,წითელი,HOWO ZZ3257N3847A,6/8
1269,524894,ლურჯი,NISSAN TIIDA,2/8
1270,524903,რუხი,TOYOTA LANDCRUISER LC150,2/8
1271,524903,, ტოიოტა,
1272,525000,თეთრი,JAC HFC1090L1KT LE420,
1273,525000,ლურჯი,OPEL ASTRA G,7/8
1274,525386,რუხი,MERCEDES-BENZ E 270 CDI,1/8
1275,525371,ყავისფერი,MERCEDES-BENZ ML 320,5/8
1276,524998,რუხი,MITSUBISHI L200,2/8
1277,524998,ლურჯი,SUBARU FORESTER,4/8
1278,524912,თეთრი,BMW 328 I COUPE,
1279,524912,თეთრი,FORD TRANSIT,
1280,524912,რუხი,SKODA OCTAVIA,1/8
1281,524912,ლურჯი,TOYOTA PRIUS,2/8
1282,525006,შავი,HONDA EDIX,
1283,525006,თეთრი,MERCEDES-BENZ SPRINTER,
1284,524702,თეთრი,MERCEDES-BENZ V 230,
1285,524905,თეთრი,BMW 530 I,
1286,524905,შავი,MERCEDES-BENZ E 500,
1287,524922,თეთრი,HONDA FIT,
1288,524922,რუხი,OPEL VECTRA,2/8
1289,524904,შავი,HONDA FIT,
1290,524904,ლურჯი,MERCEDES-BENZ C 200 KOMPRESSOR,8/8
1291,525363,რუხი,NISSAN NOTE,1/8
1292,525300,რუხი,HONDA FIT,1/8
1293,527755,რუხი,BMW 525 I,1/8
1294,525075,თეთრი,FORD TRANSIT 330 S TDI,
1295,525075,ლურჯი,VOLVO S40,7/8
1296,525143,შავი,BMW Z3,
1297,526186,თეთრი,MERCEDES-BENZ 609 D,
1298,525601,თეთრი,TOYOTA PRIUS,
1299,527355,ყავისფერი,HYUNDAI ELANTRA,4/8
1300,525058,თეთრი,FORD TRANSIT 2.5D,
1301,525033,ლურჯი,OPEL ZAFIRA-A,7/8
1302,526178,ნარინჯისფერი,HONDA FIT,4/8
1303,524909,თეთრი,MERCEDES-BENZ 212 2.9D,
1304,524909,რუხი,VOLKSWAGEN GOLF,1/8
1305,526187,რუხი,NISSAN PATHFINDER,6/8
1306,525158,ლურჯი,MERCEDES-BENZ CLK 230 KOMPRESSOR,8/8
1307,525702,რუხი,HONDA FIT,3/8
1308,526192,რუხი,SUBARU FORESTER,2/8
1309,525417,შავი,TOYOTA CAMRY,
1310,525698,რუხი,MERCEDES-BENZ E 240,1/8
1311,526196,ლურჯი,MERCEDES-BENZ C 180,7/8
1312,526196,შავი,VOLKSWAGEN GOLF,
1313,526145,შავი,HYUNDAI VELOSTER,
1314,525910,შავი,SAMAND EL,
1315,526107,ყვითელი,URAL 4320,8/8
1316,525805,თეთრი,FORD TRANSIT 2.5D,
1317,527787,შავი,BMW 528 I,
1318,525737,შავი,LEXUS RX 330 3.3,
1319,525737,რუხი,OPEL ZAFIRA,1/8
1320,525501,რუხი,VOLKSWAGEN GOLF IV 1.8,1/8
1321,525435,რუხი,HONDA FIT HYBRID,1/8
1322,525798,თეთრი,MERCEDES-BENZ SPRINTER,
1323,525798,მწვანე,TOYOTA PRIUS,1/8
1324,525732,ლურჯი,FORD TRANSIT 190 EF,6/8
1325,525732,რუხი,MERCEDES-BENZ E 320,1/8
1326,525732,შავი,MERCEDES-BENZ E 55 AMG,
1327,525420,თეთრი,MERCEDES-BENZ SPRINTER 313 CDI,
1328,525455,რუხი,MERCEDES-BENZ S 500,1/8
1329,525455,თეთრი,MERCEDES-BENZ SPRINTER 308 CDI,
1330,525715,შავი,NISSAN X-TRAIL,
1331,525803,შავი,NISSAN MICRA,
1332,525803,თეთრი,TOYOTA COROLLA 1.6 COMPACT SI,
1333,525065,ლურჯი,ALFA ROMEO 156,7/8
1334,525496,,მოპედი,
1335,525808,შავი,MERCEDES-BENZ CLK 320,
1336,525808,თეთრი,OPEL ASTRA,
1337,525703,შავი,MERCEDES-BENZ ML 320,
1338,525795,ლურჯი,KIA SORENTO,7/8
1339,525809,ყვითელი,BOGDAN A 09201,5/8
1340,525927,რუხი,SUBARU LEGACY,1/8
1341,5856716,შავი,BMW X5,
1342,526015,ყვითელი,GAZ 66-01,8/8
1343,526203,მწვანე,MITSUBISHI PAJERO,7/8
1344,526203,თეთრი,SUZUKI GSX-R600,
1345,526159,შავი,MERCEDES-BENZ S 550,
1346,526159,რუხი,SUBARU FORESTER,1/8
1347,526159,ლურჯი,TOYOTA PRIUS,6/8
1348,526185,შავი,BMW 328 I,
1349,526508,თეთრი,KAMAZ 65201,
1350,526029,,მერსედესი,
1351,526193,მწვანე,MERCEDES-BENZ C 180,7/8
1352,526201,ნარინჯისფერი,FORD TRANSIT 2.5D,4/8
1353,526201,ყვითელი,FORD TRANSIT 430E2.4L,4/8
1354,525844,ლურჯი,MERCEDES-BENZ C 180,7/8
1355,526205,ყავისფერი,TOYOTA COROLLA,6/8
1356,526166,შავი,BMW 535 I,
1357,526166,რუხი,NISSAN MICRA,1/8
1358,526384,რუხი,MERCEDES-BENZ E 230,1/8
1359,525699,თეთრი,MITSUBISHI PAJERO IO,
1360,526011,რუხი,VOLKSWAGEN TIGUAN,6/8
1361,527105,ლურჯი,TOYOTA PRIUS,5/8
1362,526840,რუხი,TOYOTA VITZ,1/8
1363,526507,რუხი,HONDA EDIX,1/8
1364,526389,თეთრი,MERCEDES-BENZ SPRINTER 312 D,
1365,526501,რუხი,HONDA EDIX,1/8
1366,526526,რუხი,MERCEDES-BENZ A 170,1/8
1367,526526,რუხი,MERCEDES-BENZ ML 500,1/8
1368,526381,თეთრი,VAZ 21063,
1369,526380,თეთრი,VAZ 21063,
1370,526516,მწვანე,ZIL 131,5/8
1371,526541,რუხი,BMW 530 I,6/8
1372,526541,თეთრი,SKODA OCTAVIA,
1373,526511,მწვანე,ZIL 131,8/8
1374,526946,რუხი,MERCEDES-BENZ ML 320,1/8
1375,526945,რუხი,MERCEDES-BENZ ML 320,1/8
1376,527445,თეთრი,DAF FT 95480 X 380,
1377,526702,რუხი,OPEL ASTRA,8/8
1378,526452,ლურჯი,MERCEDES-BENZ C 180,7/8
1379,526926,შავი,NISSAN JUKE,
1380,526926,თეთრი,TOYOTA PRIUS,
1381,527369,რუხი,MERCEDES-BENZ C 200,6/8
1382,527336,შავი,TOYOTA PRIUS,
1383,526415,რუხი,TOYOTA PRIUS,5/8
1384,526924,რუხი,AUDI A4,5/8
1385,526924,თეთრი,FUSO CANTER FE859E,
1386,526924,შავი,MERCEDES-BENZ E 320,
1387,527322,თეთრი,FORD TRANSIT,
1388,527356,რუხი,BMW X5 4.4,1/8
1389,531351,რუხი,VOLKSWAGEN TOUAREG,4/8
1390,526596,შავი,BMW 545 I,
1391,526596,ლურჯი,MERCEDES-BENZ E 300 DIESEL,8/8
1392,526596,თეთრი,MERCEDES-BENZ SPRINTER,
1393,526636,შავი,NISSAN TIIDA,
1394,526664,რუხი,HONDA STREAM,1/8
1395,526664,რუხი,MERCEDES-BENZ A 170 CDI,8/8
1396,526637,თეთრი,SUBARU FORESTER,
1397,526621,თეთრი,FORD TRANSIT BUS,
1398,526621,თეთრი,GAZ 48321,
1399,527364,ლურჯი,MITSUBISHI AIRTREK,5/8
1400,527364,რუხი,MITSUBISHI PAJERO IO,2/8
1401,527295,რუხი,BMW X5 3.0,5/8
1402,527295,რუხი,FORD ESCAPE HYBRID,7/8
1403,527374,წითელი,MERCEDES-BENZ ACTROS 3243,6/8
1404,527374,ლურჯი,MERCEDES-BENZ E 320 CDI,8/8
1405,526624,წითელი,TOYOTA PRIUS,6/8
1406,526986,თეთრი,FORD TRANSIT,
1407,526828,ლურჯი,KAWASAKI GT 750,7/8
1408,526828,ლურჯი,SUZUKI GRAND VITARA,8/8
1409,527340,შავი,CELIK XY 150,
1410,527340,რუხი,NISSAN NOTE,1/8
1411,527354,რუხი,TOYOTA PRIUS,7/8
1412,526680,შავი,HONDA FIT,
1413,527334,შავი,TOYOTA 4-RUNNER,
1414,527345,რუხი,SUZUKI SWIFT,1/8
1415,526749,,ოპელ ასტრა,
1416,526757,რუხი,LEXUS GX 470,6/8
1417,526757,რუხი,VOLKSWAGEN JETTA,1/8
1418,526769,თეთრი,TOYOTA LANDCRUISER LC150,
1419,527335,ლურჯი,BMW 328 I,5/8
1420,527330,რუხი,PEUGEOT 206,1/8
1421,527291,თეთრი,TOYOTA PRIUS C,
1422,527004,თეთრი,FORD FOCUS,
1423,527004,შავი,KIA RIO,
1424,527265,შავი,VOLKSWAGEN GOLF III 2.0,
1425,527441,რუხი,TOYOTA PRIUS,1/8
1426,526998,რუხი,VOLKSWAGEN PASSAT 2.8 VR6,1/8
1427,526942,შავი,SUZUKI GSX-R600 K4,
1428,527020,რუხი,OPEL ASTRA G,1/8
1429,527413,წითელი,TOYOTA 4-RUNNER,7/8
1430,527413,ლურჯი,TOYOTA PRIUS,4/8
1431,527424,წითელი,HYUNDAI COUPE,7/8
1432,526953,წითელი,YAMAHA XJ 600 N,6/8
1433,527553,რუხი,HONDA ACCORD,1/8
1434,527437,რუხი,BMW 735 I,1/8
1435,526762,,მერსედესი,
1436,526762,, უაზი,
1437,527439,წითელი,MITSUBISHI ASX,7/8
1438,526951,რუხი,MERCEDES-BENZ E 220 CDI,1/8
1439,526951,წითელი,VOLKSWAGEN GOLF,8/8
1440,526955,მწვანე,ZIL 131,8/8
1441,527371,ყვითელი,MERCEDES-BENZ SPRINTER,6/8
1442,527870,რუხი,JAGUAR E-PACE,5/8
1443,529521,თეთრი,FORD TRANSIT,
1444,527314,ლურჯი,BMW 530 I,8/8
1445,527043,რუხი,TOYOTA IST,1/8
1446,528121,მწვანე,OPEL ASTRA,7/8
1447,527068,წითელი,OPEL ASTRA,8/8
1448,527532,ყავისფერი,NISSAN TIIDA,1/8
1449,528119,შავი,BMW 330 CI,
1450,528119,თეთრი,HONDA FIT,
1451,528132,რუხი,MERCEDES-BENZ C 180,1/8
1452,528128,თეთრი,FORD FOCUS,
1453,528128,შავი,TOYOTA PRIUS,
1454,528133,შავი,HYUNDAI H1,
1455,527039,თეთრი,FORD TRANSIT,
1456,527039,რუხი,OPEL ASTRA,7/8
1457,527794,ნარინჯისფერი,MERCEDES-BENZ 614 D,6/8
1458,528138,რუხი,TOYOTA PRIUS,1/8
1459,527597,თეთრი,MITSUBISHI PAJERO,
1460,527009,რუხი,TAURUS AWD INTERCEPTOR,5/8
1461,527153,წითელი,PIAGGIO VESPA LX 125,5/8
1462,527610,რუხი,TOYOTA PRIUS,2/8
1463,527656,წითელი,HOWO SINOTRUK,6/8
1464,527656,წითელი,HOWO ZZ3327N3647C,6/8
1465,527047,რუხი,OPEL ZAFIRA,1/8
1466,527276,თეთრი,FORD TRANSIT,
1467,527805,შავი,OPEL ZAFIRA,
1468,527812,რუხი,MERCEDES-BENZ E 220 CDI,1/8
1469,528402,ლურჯი,VOLKSWAGEN GOLF,8/8
1470,527463,რუხი,MERCEDES-BENZ E 270 CDI,1/8
1471,527463,თეთრი,MERCEDES-BENZ VITO 111 CDI,
1472,527541,თეთრი,VAZ LADA 21214,
1473,527809,რუხი,TOYOTA LAND CRUISER PRADO,7/8
1474,527552,მწვანე,OPEL VECTRA,7/8
1475,527921,ყავისფერი,MINI COOPER COUNTRYMAN,6/8
1476,529918,შავი,MERCEDES-BENZ E 63 AMG,
1477,527797,ლურჯი,HONDA CIVIC,6/8
1478,527810,ლურჯი,TOYOTA PRIUS,2/8
1479,527982,თეთრი,TOYOTA HILUX,
1480,527982,თეთრი,TOYOTA LAND CRUISER VDJ76L,
1481,528238,წითელი,ZIL 431412,5/8
1482,527813,რუხი,BMW 525 I,1/8
1483,527840,შავი,TOYOTA CAMRY,
1484,527840,ლურჯი,VOLKSWAGEN JETTA,8/8
1485,528239,წითელი,ZIL 431412,5/8
1486,528193,რუხი,BMW 320 D,1/8
1487,528193,რუხი,OPEL ASTRA G CARAVAN,1/8
1488,528500,შავი,YAMAHA FZ 07,
1489,528252,თეთრი,FORD TRANSIT 280S,
1490,528069,შავი,TOYOTA LANDCRUISER LC150,
1491,528264,წითელი,FORD FOCUS 1.8 TDCI,4/8
1492,528309,ლურჯი,DAIHATSU MOVE,7/8
1493,528309,თეთრი,FORD TRANSIT 120,
1494,529015,მწვანე,KAMAZ 53212,8/8
1495,529015,რუხი,KAMAZ 53229 10.9D,2/8
1496,529015,რუხი,KAMAZ 53229 10.9D,4/8
1497,529015,რუხი,KAMAZ 53229 10.9D,4/8
1498,529015,თეთრი,MERCEDES-BENZ 1835 LS,
1499,529015,ყვითელი,SAKAI SW650,4/8
1500,529015,ყვითელი,SAKAI SW650,5/8
1501,530716,,პეჟო,
1502,528207,ყვითელი,OPEL ASTRA,4/8
1503,528207,შავი,TOYOTA LANDCRUISER LC150,
1504,528537,შავი,NISSAN TIIDA,
1505,528433,რუხი,MITSUBISHI PAJERO 3.2D,1/8
1506,528419,თეთრი,TOYOTA RAV4,
1507,528636,ყვითელი,FORD TRANSIT 430E2.2L,4/8
1508,528636,შავი,TOYOTA CAMRY,
1509,527913,რუხი,MITSUBISHI PAJERO 1.8 IO,1/8
1510,528166,თეთრი,MERCEDES-BENZ A 160,
1511,528166,, ოპელი,
1512,528429,რუხი,TOYOTA PRIUS,1/8
1513,528884,თეთრი,FORD TRANSIT 2.5D,
1514,528884,წითელი,OPEL ASTRA 1.6,6/8
1515,528203,მწვანე,FIAT PUNTO,6/8
1516,528203,შავი,SUZUKI GSX 600 F,
1517,528203,შავი,VOLKSWAGEN GOLF III 1.8,
1518,528462,ლურჯი,HONDA FIT,6/8
1519,528422,თეთრი,MERCEDES-BENZ SPRINTER,
1520,528422,ლურჯი,OPEL ASTRA,7/8
1521,528361,თეთრი,FORD TRANSIT 85 T280,
1522,528417,თეთრი,MERCEDES-BENZ VITO 112 CDI,
1523,528417,წითელი,OPEL ASTRA,4/8
1524,528684,წითელი,SKODA FABIA,7/8
1525,529489,რუხი,FORD GALAXY,1/8
1526,528362,ლურჯი,ALFA ROMEO 166,8/8
1527,528399,თეთრი,FORD TRANSIT,
1528,528399,მწვანე,MAN TGA 18.430,7/8
1529,528399,მწვანე,MERCEDES-BENZ 507 D,4/8
1530,528399,რუხი,MITSUBISHI L200,3/8
1531,528311,თეთრი,MITSUBISHI CANTER,
1532,528668,ნარინჯისფერი,NISSAN PRIMERA,5/8
1533,528794,თეთრი,HONDA FIT,
1534,528794,შავი,MERCEDES-BENZ E 320,
1535,528794,თეთრი,TOYOTA PRIUS,
1536,528539,ყავისფერი,HONDA CR-V,5/8
1537,528733,ყვითელი,BOGDAN 1445,5/8
1538,528719,წითელი,OPEL VECTRA,6/8
1539,528719,შავი,VAUXHALL ZAFIRA,
1540,528746,ყვითელი,FORD TRANSIT 430E2.2L,5/8
1541,529225,თეთრი,MERCEDES-BENZ SPRINTER,
1542,528743,რუხი,TOYOTA PASSO,1/8
1543,528748,რუხი,NISSAN TIIDA,1/8
1544,528843,რუხი,MERCEDES-BENZ CLK 320,1/8
1545,528757,ყვითელი,BOGDAN 1445,5/8
1546,530296,შავი,BMW X6 M,
1547,530296,თეთრი,MITSUBISHI AIRTREK,
1548,530296,თეთრი,TOYOTA RAUM,
1549,530296,ყვითელი,mod. BOGDAN A-092.01,4/8
1550,528738,ლურჯი,MERCEDES-BENZ C 220 CDI,8/8
1551,528767,ლურჯი,MAN A21,7/8
1552,528793,თეთრი,SKODA OCTAVIA,
1553,528374,რუხი,NISSAN TIIDA,1/8
1554,528830,ლურჯი,OPEL ASTRA 1.6,7/8
1555,529781,რუხი,HONDA FIT,1/8
1556,529227,შავი,TOYOTA PRIUS,
1557,528872,ლურჯი,BMW 550I,8/8
1558,528902,შავი,SUBARU FORESTER,
1559,528829,შავი,KIA SPORTAGE,
1560,528829,თეთრი,MERCEDES-BENZ 815 D,
1561,529976,წითელი,VAZ 2121,4/8
1562,528849,რუხი,OPEL VECTRA B,1/8
1563,529028,რუხი,MERCEDES-BENZ E 320,3/8
1564,529280,რუხი,MERCEDES-BENZ C 180,1/8
1565,529582,ლურჯი,NISSAN MARCH,5/8
1566,529006,წითელი,HONDA ODYSSEY,7/8
1567,529006,ნარინჯისფერი,VAZ 21063,4/8
1568,529573,მწვანე,TOYOTA PRIUS,1/8
1569,528824,რუხი,HONDA FIT,1/8
1570,528858,შავი,ALFA ROMEO 156,
1571,528858,ლურჯი,OPEL VECTRA 1.8 16V,7/8
1572,528858,, მოპედი,
1573,530004,შავი,MERCEDES-BENZ ML 350 CDI,
1574,528622,შავი,SUBARU FORESTER,
1575,528622,თეთრი,TOYOTA PRIUS,
1576,528705,შავი,BMW 316 I,
1577,528705,მწვანე,OPEL ASTRA,5/8
1578,528929,,ფოლკსვაგენ-პასატი,
1579,529008,თეთრი,FORD TRANSIT 190EFTD,
1580,529008,რუხი,MERCEDES-BENZ E 350,2/8
1581,529142,წითელი,MERCEDES-BENZ 914 D,4/8
1582,529142,რუხი,TOYOTA IST,7/8
1583,529169,მწვანე,SUBARU FORESTER 2.5,7/8
1584,529868,რუხი,FIAT 500 SPORT,1/8
1585,529868,ლურჯი,FORD FIESTA,7/8
1586,529868,თეთრი,OPEL MOVANO,
1587,529868,შავი,SUZUKI ESCUDO,
1588,529868,შავი,SUZUKI SWIFT,
1589,529093,შავი,NISSAN MICRA,
1590,529591,წითელი,MERCEDES-BENZ C 240,7/8
1591,529591,რუხი,TOYOTA PRIUS,1/8
1592,529598,ლურჯი,MERCEDES-BENZ CLS 500,8/8
1593,529598,შავი,TOYOTA COROLLA,
1594,529598,თეთრი,VOLKSWAGEN PASSAT 2.0 TDI,
1595,529630,შავი,NISSAN SENTRA,
1596,529831,ლურჯი,MERCEDES-BENZ CLK 430,4/8
1597,529831,, ნისანი,
1598,529601,თეთრი,NISSAN NOTE,
1599,529571,რუხი,MERCEDES-BENZ E 240,1/8
1600,529609,ნარინჯისფერი,FORD CARGO 2532,4/8
1601,529814,შავი,BMW X5,
1602,529078,წითელი,OPEL CORSA,8/8
1603,529082,რუხი,MERCEDES-BENZ C 180,1/8
1604,529981,შავი,MERCEDES-BENZ GL 320 BLUETEC,
1605,529382,ყვითელი,ZIL 131,8/8
1606,529431,,ვერცხლისფერი  მიცუბიში ,
1607,531290,წითელი,NISSAN PRIMERA,6/8
1608,529614,შავი,LINCOLN NAVIGATOR 5.4I,
1609,529614,მწვანე,VOLKSWAGEN GOLF,7/8
1610,529378,,ფორდ ტრანზიტი,
1611,529269,,nisani,
1612,529094,თეთრი,MITSUBISHI DELICA,
1613,529604,შავი,BMW 528 I,
1614,529853,შავი,CHEVROLET CAMARO,
1615,529853,შავი,MERCEDES-BENZ C 230,
1616,529607,ლურჯი,MERCEDES-BENZ A 160,4/8
1617,529607,ლურჯი,TOYOTA PRIUS,1/8
1618,529719,ნარინჯისფერი,MERCEDES-BENZ 609 D,5/8
1619,530158,შავი,MERCEDES-BENZ GLE 400 4MATIC,
1620,529293,შავი,TOYOTA PRIUS,
1621,529762,ლურჯი,MERCEDES-BENZ C 180,8/8
1622,529762,რუხი,NISSAN SKYLINE,2/8
1623,531087,რუხი,BMW 320 I,1/8
1624,531087,ლურჯი,HONDA FIT,6/8
1625,529608,რუხი,FIAT PUNTO,2/8
1626,529608,წითელი,VAZ 21013,4/8
1627,529724,რუხი,MITSUBISHI DELICA,1/8
1628,529724,, ლადა,
1629,529592,ლურჯი,AUDI TTS,5/8
1630,529978,მწვანე,HONDA CIVIC 1.4I,8/8
1631,529978,ლურჯი,ZIL 431410,3/8
1632,530685,რუხი,TOYOTA PRIUS,6/8
1633,530685,მწვანე,VOLKSWAGEN GOLF,6/8
1634,531082,რუხი,BMW 535 XI,8/8
1635,531082,ყვითელი,FORD TRANSIT 430E2.2L,5/8
1636,531082,ლურჯი,TOYOTA PRIUS,2/8
1637,529354,ლურჯი,BMW 318 I,8/8
1638,529720,წითელი,MITSUBISHI PAJERO JUNIOR 1.1I 16V ZR-LL,7/8
1639,529656,წითელი,TOYOTA IST,5/8
1640,529764,რუხი,MITSUBISHI OUTLANDER,4/8
1641,529739,ლურჯი,OPEL ASTRA,7/8
1642,529771,რუხი,SUBARU IMPREZA,6/8
1643,529811,თეთრი,VAZ 21213,
1644,529992,თეთრი,FORD TRANSIT,
1645,529992,რუხი,LEXUS GX 470,1/8
1646,529992,რუხი,MITSUBISHI AIRTREK,1/8
1647,530584,რუხი,OPEL ZAFIRA-A,1/8
1648,529784,თეთრი,BMW 330 CI,
1649,530167,შავი,TOYOTA RAV4,
1650,530033,შავი,TOYOTA RAV4,
1651,529790,რუხი,HYUNDAI ELANTRA,1/8
1652,530018,რუხი,KIA RIO,1/8
1653,530088,მწვანე,BMW 525 D,7/8
1654,530088,რუხი,OPEL ASTRA,8/8
1655,530295,შავი,VOLKSWAGEN GOLF IV 2.0,
1656,530300,მწვანე,MERCEDES-BENZ C 200,7/8
1657,530300,რუხი,PEUGEOT 206,1/8
1658,530300,რუხი,TOYOTA VITZ,1/8
1659,530517,რუხი,MERCEDES-BENZ C 180,8/8
1660,530517,ლურჯი,TOYOTA PRIUS,4/8
1661,530526,წითელი,SUZUKI CARRY TRUCK,5/8
1662,530579,რუხი,MERCEDES-BENZ E 350,6/8
1663,530579,თეთრი,TOYOTA IST,
1664,530281,რუხი,HONDA FIT,1/8
1665,530281,შავი,MERCEDES-BENZ C 180,
1666,530164,თეთრი,HONDA FIT,
1667,530164,თეთრი,MERCEDES-BENZ SPRINTER 311 CDI,
1668,530164,ლურჯი,OPEL VECTRA,8/8
1669,530164,ლურჯი,OPEL ZAFIRA,8/8
1670,530164,ლურჯი,TOYOTA CAMRY,8/8
1671,530589,თეთრი,MERCEDES-BENZ 260 E,
1672,530393,შავი,OPEL ASTRA G,
1673,529827,რუხი,BMW 320 I,1/8
1674,530303,რუხი,SUZUKI SX 4,1/8
1675,530303,შავი,TOYOTA RAV4,
1676,530016,თეთრი,TOYOTA IPSUM,
1677,530089,ყვითელი,GAZ 69,8/8
1678,530089,რუხი,MERCEDES-BENZ ML 320,1/8
1679,530342,ლურჯი,BMW 316 I,8/8
1680,530342,, FIATI,
1681,530342,ლურჯი,MERCEDES-BENZ VITO 220 D,8/8
1682,530342,თეთრი,RENAULT DUSTER,
1683,530076,მწვანე,OPEL VECTRA,6/8
1684,530076,რუხი,TOYOTA LANDCRUISER LC150,1/8
1685,530270,რუხი,HONDA CR-V 2.0I 16V 4WD,1/8
1686,530502,ლურჯი,MERCEDES-BENZ E 400,8/8
1687,530347,თეთრი,VAZ LADA 21214,
1688,530345,რუხი,MERCEDES-BENZ E 320,1/8
1689,531035,რუხი,BMW 530 D,7/8
1690,531177,რუხი,TOYOTA PASSO,3/8
1691,530353,რუხი,NISSAN TIIDA,1/8
1692,530353,თეთრი,VOLKSWAGEN LT 46,
1693,530350,თეთრი,CHEVROLET CRUZE,
1694,530350,შავი,MITSUBISHI AIRTREK,
1695,530350,, ჰონდა,
1696,530718,შავი,MERCEDES-BENZ E 220 CDI,
1697,531006,შავი,HONDA FIT,
1698,531006,თეთრი,MERCEDES-BENZ ACTROS 3540,
1699,530995,შავი,TOYOTA PRIUS,
1700,531026,შავი,AUDI A5,
1701,531026,თეთრი,NISSAN JUKE,
1702,531026,თეთრი,TOYOTA PRIUS,
1703,531065,შავი,HONDA CIVIC SI,
1704,531065,მწვანე,VOLKSWAGEN CADDY 2.0,7/8
1705,531167,რუხი,RENAULT KANGOO 1.4,1/8
1706,530767,თეთრი,MITSUBISHI FUSO CANTER,
1707,530767,თეთრი,MITSUBISHI OUTLANDER SPORT,
1708,530796,ლურჯი,VOLKSWAGEN GOLF,7/8
1709,531095,ლურჯი,SAZ 3507,4/8
1710,531303,რუხი,NISSAN PRIMERA,1/8
1711,530741,ლურჯი,DAIHATSU CUORE,8/8
1712,530741,თეთრი,VAZ 2121,
1713,530777,,MERSEDES BENC,
1714,530777,თეთრი,MITSUBISHI DELICA,
1715,531037,თეთრი,FORD TRANSIT,
1716,531043,შავი,NISSAN TEANA,
1717,530787,რუხი,VAZ 21150,2/8
1718,531092,ლურჯი,SAZ 3507,4/8
1719,531090,თეთრი,FORD TRANSIT 100 L,
1720,530921,მწვანე,MERCEDES-BENZ C 180,7/8
1721,531739,რუხი,MERCEDES-BENZ S 500,1/8
1722,531739,შავი,NISSAN TIIDA,
1723,531742,რუხი,MAZDA DEMIO,1/8
1724,531176,რუხი,VOLKSWAGEN GOLF,1/8
1725,531405,შავი,HONDA CIVIC,
1726,531752,ლურჯი,HONDA EDIX,4/8
