,id,colour,vehicle,nums
6865,5858340,შავი,CHEVROLET BLAZER 4.3,
6866,5858340,ყვითელი,FORD TRANSIT 430E2.2L,5/8
6867,5858340,თეთრი,HONDA CIVIC,
6868,5858340,წითელი,MERCEDES-BENZ 200 E,5/8
6869,5858340,რუხი,MERCEDES-BENZ C 250,6/8
6870,5858500,წითელი,მინი კუპერი,
6871,5857716,რუხი,SUZUKI SX 4,1/8
6872,5857835,მწვანე,MINI COOPER,7/8
6873,5858138,შავი,OPEL ZAFIRA,
6874,5863250,შავი,BMW 535 I,
6875,5863250,ყვითელი,FORD TRANSIT 430E2.2L,4/8
6876,5863250,რუხი,MERCEDES-BENZ ML 350,1/8
6877,5863250,მწვანე,VOLKSWAGEN PASSAT 2.0 KAT,5/8
6878,5864229,მწვანე,MITSUBISHI COLT,1/8
6879,5864229,შავი,VOLKSWAGEN GOLF III 2.8,
6880,5870338,რუხი,BMW 525 I,1/8
6881,5858510,წითელი,FRUEHAUF T 34 C,5/8
6882,5858193,მწვანე,KOEGEL SKMP 24,6/8
6883,5858193,მწვანე,MERCEDES-BENZ 1843 LS,2/8
6884,5858392,თეთრი,IVECO 3510,
6885,5858408,,"""დაფ""",
6886,5858408,," ""ვოლვო""",
6887,5858408,ლურჯი,VOLKSWAGEN GOLF,8/8
6888,5858465,რუხი,OPEL VECTRA B,1/8
6889,5864324,თეთრი,FORD RANGER,
6890,5864719,ყვითელი,BOGDAN A 09201,5/8
6891,5864702,წითელი,JEEP GRAND CHEROKEE,6/8
6892,5858404,რუხი,MAN TGS 19.400 4X2 BLS-WW,4/8
6893,5858404,ლურჯი,OPEL ASTRA,8/8
6894,5859426,მწვანე,OPEL CORSA,8/8
6895,5864348,რუხი,AUDI S6,8/8
6896,5864348,რუხი,HYUNDAI GETZ,1/8
6897,5864348,იისფერი,SUBARU FORESTER,8/8
6898,5864724,თეთრი,TOYOTA PRIUS,
6899,5864717,შავი,VOLKSWAGEN JETTA 2.0,
6900,5864697,რუხი,MERCEDES-BENZ V 220 CDI,1/8
6901,5858463,წითელი,MITSUBISHI COLT,6/8
6902,5858463,მწვანე,OPEL ASTRA,6/8
6903,5858505,,კია,
6904,5858597,შავი,FORD ESCAPE HYBRID,
6905,5860957,თეთრი,MERCEDES-BENZ SPRINTER 313 CDI,
6906,5861080,თეთრი,MERCEDES-BENZ C 220,
6907,5861080,რუხი,MITSUBISHI PAJERO 1.8 IO,1/8
6908,5861080,მწვანე,VAZ 21063,5/8
6909,5861080,რუხი,VOLKSWAGEN GTI,5/8
6910,5858468,წითელი,MITSUBISHI COLT,6/8
6911,5858468,მწვანე,OPEL ASTRA,6/8
6912,5858966,წითელი,OPEL ASTRA,6/8
6913,5859429,მწვანე,BMW 325 XI,1/8
6914,5859429,რუხი,MERCEDES-BENZ C 200 CDI,1/8
6915,5860993,რუხი,TOYOTA PRIUS,7/8
6916,5861074,ლურჯი,MITSUBISHI PAJERO IO,7/8
6917,5860270,რუხი,HONDA ACCORD,1/8
6918,5858797,რუხი,NISSAN TIIDA,2/8
6919,5858818,ყავისფერი,TOYOTA PRIUS,1/8
6920,5858867,თეთრი,MERCEDES-BENZ SPRINTER 308 CDI,
6921,5861003,მწვანე,TOYOTA SEQUOIA,8/8
6922,5858799,ლურჯი,FORD TRANSIT,7/8
6923,5858799,თეთრი,FORD TRANSIT 100,
6924,5858799,მწვანე,VAZ 21074,8/8
6925,5858849,თეთრი,MERCEDES-BENZ SPRINTER 308 CDI,
6926,5858965,რუხი,SUBARU IMPREZA,1/8
6927,5859343,წითელი,OPEL ASTRA,7/8
6928,5861086,თეთრი,MERCEDES-BENZ E 220 CDI,
6929,5861086,შავი,MERCEDES-BENZ S 550,
6930,5859381,წითელი,DAIHATSU TERIOS,5/8
6931,5860610,თეთრი,HONDA INSIGHT,
6932,5860610,თეთრი,MERCEDES-BENZ SPRINTER,
6933,5859728,შავი,ALFA ROMEO 156,
6934,5859728,შავი,SUZUKI KIZASHI,
6935,5860606,თეთრი,TOYOTA PRIUS,
6936,5860602,ლურჯი,NISSAN NOTE,6/8
6937,5860602,რუხი,SUBARU FORESTER,1/8
6938,5859072,თეთრი,SUBARU FORESTER,
6939,5860603,ყვითელი,BOGDAN 1445,5/8
6940,5859073,თეთრი,SUBARU FORESTER,
6941,5859361,რუხი,SUBARU LEGACY,1/8
6942,5859794,თეთრი,მერსედესი,
6943,5860373,რუხი,TOYOTA PRIUS,1/8
6944,5861785,ლურჯი,VOLKSWAGEN POLO 1.4,4/8
6945,5859197,რუხი,BMW 528 I,1/8
6946,5859197,წითელი,OPEL ASTRA,7/8
6947,5859390,თეთრი,TOYOTA PRIUS,
6948,5859390,ლურჯი,TOYOTA VITZ,3/8
6949,5859658,შავი,TOYOTA 4-RUNNER,
6950,5859658,წითელი,ZETOR FORTERRA,5/8
6951,5860600,რუხი,HYUNDAI SONATA,6/8
6952,5859209,თეთრი,VAZ 210740,
6953,5860313,თეთრი,SAMAND 1.8,
6954,5860437,შავი,SUBARU FORESTER,
6955,5859366,რუხი,HYUNDAI SONATA,6/8
6956,5859649,რუხი,OPEL VECTRA 1.7 TD,2/8
6957,5859649,იისფერი,TOYOTA VITZ,1/8
6958,5860592,შავი,HONDA CR-V 2.4,
6959,5860586,ყვითელი,FORD TRANSIT 430E2.4L,4/8
6960,5860586,თეთრი,MERCEDES-BENZ E 320,
6961,5861230,რუხი,MERCEDES-BENZ C 230,1/8
6962,5859243,შავი,ბმვ,
6963,5860282,წითელი,MITSUBISHI PAJERO IO,6/8
6964,5860012,წითელი,FORD TRANSIT 190,6/8
6965,5860271,რუხი,BMW 320 I,1/8
6966,5860271,, ტოიოტა,
6967,5859657,შავი,NISSAN PRESAGE,
6968,5859692,რუხი,BMW 325 I,1/8
6969,5859692,ლურჯი,MERCEDES-BENZ E 240,8/8
6970,5859933,,DAFI,
6971,5859933,ლურჯი,NISSAN MURANO,3/8
6972,5859933,ლურჯი,TOYOTA CAMRY HYBRID,7/8
6973,5860218,თეთრი,FORD TRANSIT 100 LD,
6974,5860218,რუხი,TOYOTA PRIUS C,1/8
6975,5860228,შავი,KAWASAKI ZX 1000,
6976,5860228,რუხი,MERCEDES-BENZ C 200 KOMPRESSOR,1/8
6977,5859258,თეთრი,MERCEDES-BENZ SPRINTER 413 CDI,
6978,5859258,თეთრი,MERCEDES-BENZ SPTINTER 903 KA,
6979,5859847,თეთრი,TOYOTA IST,
6980,5859847,რუხი,TOYOTA PRIUS,1/8
6981,5859901,წითელი,ASCA S322D138S2,6/8
6982,5859901,ყვითელი,VOLVO FH12-16,4/8
6983,5859744,შავი,BMW X5 XDRIVE 35D,
6984,5859746,ყვითელი,AUMAN BJ3252DLPJB-11,5/8
6985,5859746,წითელი,FOTON BJ3252DLPJB-5,6/8
6986,5859741,წითელი,KAMAZ 55111,4/8
6987,5860184,თეთრი,MERCEDES-BENZ 814 D,
6988,5860184,თეთრი,MERCEDES-BENZ C 220 CDI,
6989,5860101,რუხი,MERCEDES-BENZ V 230,1/8
6990,5860097,წითელი,IVECO 440 E,7/8
6991,5860097,რუხი,MAZDA MPV,3/8
6992,5860097,რუხი,TIRSAN ME,8/8
6993,5859797,თეთრი,KIA CERATO,
6994,5859797,, ბმვ,
6995,5860024,,მერსედეს,
6996,5860201,რუხი,MERCEDES-BENZ C 200 KOMPRESSOR,1/8
6997,5860114,შავი,SATURN ASTRA,
6998,5860693,ლურჯი,MERCEDES-BENZ E 200,6/8
6999,5860060,რუხი,MERCEDES-BENZ V 230,1/8
7000,5860143,,OPEL,
7001,5859954,რუხი,MERCEDES-BENZ E 200,1/8
7002,5860689,ლურჯი,MERCEDES-BENZ E 200,6/8
7003,5859978,ყვითელი,ISUZU BOGDAN,4/8
7004,5860547,თეთრი,BMW X6 35 DX,
7005,5861612,შავი,MERCEDES-BENZ E 220 DIESEL,
7006,5861612,თეთრი,TOYOTA AQUA,
7007,5861327,თეთრი,HONDA INSIGHT,
7008,5860076,შავი,MERCEDES-BENZ ML 550,
7009,5860076,ყავისფერი,NISSAN TIIDA,1/8
7010,5860076,თეთრი,TOYOTA PRIUS,
7011,5860471,ლურჯი,MAN A21,5/8
7012,5860471,რუხი,TOYOTA PRIUS,1/8
7013,5860551,ყვითელი,BOGDAN 1445,4/8
7014,5860561,რუხი,OPEL VECTRA,8/8
7015,5860504,თეთრი,OPEL ASTRA,
7016,5860315,რუხი,NISSAN X-TRAIL,3/8
7017,5860351,მწვანე,VAZ 2121,1/8
7018,5860316,რუხი,HONDA FIT,4/8
7019,5860316,ლურჯი,VOLKSWAGEN GOLF,7/8
7020,5860495,რუხი,TOYOTA VOXY,1/8
7021,5861095,რუხი,MITSUBISHI AIRTREK,1/8
7022,5860344,მწვანე,OPEL CORSA,3/8
7023,5860482,წითელი,SUZUKI GSX 600 F,7/8
7024,5860482,ლურჯი,TOYOTA ISIS,6/8
7025,5862012,შავი,TOYOTA PRADO,
7026,5864265,რუხი,LEXUS RX 400 H,2/8
7027,5860439,წითელი,FORD TRANSIT 80,7/8
7028,5860439,, MERSEDESI,
7029,5860618,,ოპელ ასტრა,
7030,5861108,რუხი,MERCEDES-BENZ ML 350,1/8
7031,5861108,შავი,SUBARU FORESTER,
7032,5860587,ლურჯი,HONDA FIT,1/8
7033,5860587,, მოპედი,
7034,5860599,რუხი,HONDA FIT,2/8
7035,5860599,მწვანე,MERCEDES-BENZ C 180,7/8
7036,5860663,რუხი,MERCEDES-BENZ E 320,1/8
7037,5860663,რუხი,VOLKSWAGEN JETTA,1/8
7038,5861099,რუხი,BMW 325 I,1/8
7039,5861099,რუხი,TOYOTA AQUA,6/8
7040,5862467,შავი,TOYOTA PRIUS,
7041,5870449,თეთრი,TOYOTA PRIUS,
7042,5862115,რუხი,BMW X3,3/8
7043,5861946,ლურჯი,BMW 316 I,7/8
7044,5861179,რუხი,CHRYSLER 300 C,1/8
7045,5861179,რუხი,HONDA FIT,3/8
7046,5862135,,მერსედესი,
7047,5860818,თეთრი,TOYOTA AQUA,
7048,5861145,შავი,KAWASAKI EX 500,
7049,5861145,თეთრი,OPEL ZAFIRA,
7050,5861149,შავი,TOYOTA LAND CRUISER 200,
7051,5861149,, ოპელი,
7052,5861157,შავი,BMW X5 4.4,
7053,5861157,რუხი,NISSAN JUKE,5/8
7054,5860665,წითელი,MERCEDES-BENZ C 200,7/8
7055,5860665,რუხი,TOYOTA PRIUS,1/8
7056,5861148,ლურჯი,BMW 320 I,7/8
7057,5862171,შავი,HONDA CBR 1000 RR,
7058,5862171,ლურჯი,HONDA FIT,1/8
7059,5862171,თეთრი,TOYOTA PRIUS,
7060,5861158,რუხი,NISSAN TIIDA,1/8
7061,5861168,ლურჯი,DAF TE 47 XS,6/8
7062,5861168,ლურჯი,TOYOTA VOXY,7/8
7063,5861735,რუხი,MAZDA ATENZA SPORT,1/8
7064,5861812,რუხი,MITSUBISHI L200,7/8
7065,5861196,შავი,BMW X5,
7066,5861196,თეთრი,SUBARU FORESTER,
7067,5861313,რუხი,BMW 523 I,1/8
7068,5861505,ლურჯი,VOLKSWAGEN GOLF,7/8
7069,5861725,შავი,HONDA FIT,
7070,5861725,თეთრი,MERCEDES-BENZ E 240,
7071,5861725,თეთრი,TOYOTA PRIUS,
7072,5862016,რუხი,ჯიპი ლიბერთი,
7073,5861980,ყვითელი,KAMAZ 55111,8/8
7074,5865277,რუხი,TOYOTA LANDCRUISER 2.7,1/8
7075,5862530,თეთრი,RENAULT PREMIUM,
7076,5862543,წითელი,BMW 525 I,7/8
7077,5862543,თეთრი,MERCEDES-BENZ E 200 CDI,
7078,5861564,თეთრი,VAZ 2107,
7079,5861676,რუხი,SUBARU LEGACY,1/8
7080,5862212,რუხი,AUDI A6,1/8
7081,5862212,თეთრი,TOYOTA PRIUS,
7082,5862259,ყვითელი,KAMAZ 55111,8/8
7083,5862528,თეთრი,MAN 25.264,
7084,5862528,რუხი,MERCEDES-BENZ ML 350 BLUETEC CDI,6/8
7085,5863121,,ტოიოტა,
7086,5861330,ნარინჯისფერი,VAZ 21061,4/8
7087,5861344,ლურჯი,OPEL ASTRA,7/8
7088,5861392,თეთრი,MERCEDES-BENZ SPRINTER,
7089,5861392,შავი,VOLKSWAGEN JETTA,
7090,5862564,თეთრი,TOYOTA IST,
7091,5863111,რუხი,MERCEDES-BENZ E 320,1/8
7092,5861329,შავი,BMW 325 I,
7093,5861329,თეთრი,VOLVO FM8X4,
7094,5862220,ყვითელი,ISUZU BOGDAN,4/8
7095,5862536,შავი,BMW 528 I,
7096,5862536,რუხი,OPEL ASTRA,1/8
7097,5862536,რუხი,SKODA OCTAVIA,1/8
7098,5862536,თეთრი,TOYOTA IST,
7099,5868470,ყვითელი,mod. BOGDAN A-092.01,4/8
7100,5861588,ლურჯი,FORD TRANSIT,7/8
7101,5861701,ყვითელი,ZIL 131,8/8
7102,5861414,ლურჯი,MERCEDES-BENZ C 180,8/8
7103,5863171,ლურჯი,HONDA CB 900F,6/8
7104,5863171,რუხი,MERCEDES-BENZ ML 350,1/8
7105,5863164,რუხი,SUBARU LEGACY,1/8
7106,5863164,თეთრი,TOYOTA PRIUS C,
7107,5863187,ყვითელი,BOGDAN 1445,4/8
7108,5861524,წითელი,TOYOTA RAV 4 H,7/8
7109,5861456,რუხი,MERCEDES-BENZ CLK 240,1/8
7110,5861456,რუხი,TOYOTA PRIUS,6/8
7111,5861692,თეთრი,HOWO SINOTRUK,
7112,5861527,რუხი,MERCEDES-BENZ 220 E,7/8
7113,5861527,რუხი,NISSAN NOTE,1/8
7114,5861895,შავი,MERCEDES-BENZ E 280 CDI,
7115,5861895,ლურჯი,VOLKSWAGEN PASSAT,8/8
7116,5863185,რუხი,SUBARU XV CROSSTREK LIMITED,1/8
7117,5861897,რუხი,NISSAN TEANA,2/8
7118,5861945,რუხი,NISSAN VERSA,4/8
7119,5862287,ყვითელი,UAZ 469,8/8
7120,5863083,რუხი,TOYOTA SCION XA,1/8
7121,5861531,თეთრი,FORD FOCUS,
7122,5861531,ლურჯი,MITSUBISHI L200,8/8
7123,5861572,თეთრი,MITSUBISHI AIRTREK,
7124,5861628,შავი,BMW X5,
7125,5866069,რუხი,BMW 525 I,8/8
7126,5862541,რუხი,MERCEDES-BENZ E 320 CDI,1/8
7127,5864684,რუხი,OPEL ASTRA,1/8
7128,5868478,შავი,MERCEDES-BENZ G 400 CDI,
7129,5864237,რუხი,HYUNDAI SONATA HYBRID,2/8
7130,5864366,მწვანე,TOYOTA 4-RUNNER,8/8
7131,5864359,ყვითელი,FORD TRANSIT 430E2.2L,5/8
7132,5861898,შავი,BMW 525 I,
7133,5861905,წითელი,TOYOTA YARIS,4/8
7134,5861936,შავი,OPEL ZAFIRA-A,
7135,5864361,თეთრი,TOYOTA PRIUS,
7136,5864361,ლურჯი,TOYOTA VITZ,2/8
7137,5864280,ნარინჯისფერი,NISSAN SERENA,7/8
7138,5861690,თეთრი,MERCEDES-BENZ SPRINTER,
7139,5861920,ლურჯი,MERCEDES-BENZ C 180,8/8
7140,5861920,თეთრი,OPEL COMBO,
7141,5862359,,mopedi,
7142,5864268,რუხი,HONDA FIT,4/8
7143,5861648,თეთრი,CHANGFENG YANGZI YZK 1021 CAS,
7144,5861916,მწვანე,DAF FT XF 105,5/8
7145,5861916,თეთრი,HOWO ZZ3257N3847A,
7146,5861916,რუხი,NISSAN TIIDA,1/8
7147,5861916,ლურჯი,SCANIA R124 LA4X2EB420,5/8
7148,5861919,თეთრი,KIA SPORTAGE,
7149,5861919,, ლენდ როვერ,
7150,5862250,თეთრი,FORD TRANSIT,
7151,5862250,შავი,RENAULT LOGAN,
7152,5862455,წითელი,OPEL ASTRA,8/8
7153,5863078,რუხი,TOYOTA AQUA,1/8
7154,5865791,წითელი,TOYOTA PRIUS,5/8
7155,5863585,შავი,MERCEDES-BENZ CL 500,
7156,5862368,ლურჯი,DAF XF 95.430,7/8
7157,5862368,რუხი,TOYOTA LANDCRUISER PRADO 3.4,1/8
7158,5862403,თეთრი,HONDA FIT,
7159,5862546,თეთრი,TOYOTA ALTEZZA,
7160,5862546,ლურჯი,TOYOTA AQUA,3/8
7161,5862556,თეთრი,MERCEDES-BENZ 212 D,
7162,5862574,რუხი,HYUNDAI SANTAFE,7/8
7163,5864672,რუხი,KIA RIO,1/8
7164,5864718,თეთრი,TOYOTA PRIUS,
7165,5864695,ნარინჯისფერი,SUZUKI SX 4,6/8
7166,5864947,რუხი,MERCEDES-BENZ ML 270 CDI,1/8
7167,5862654,თეთრი,BMW X5,
7168,5864705,რუხი,SUZUKI BOULEVARD C50,5/8
7169,5864705,რუხი,TOYOTA CAMRY HYBRID,5/8
7170,5864734,ლურჯი,MERCEDES-BENZ SPRINTER,8/8
7171,5864639,თეთრი,TOYOTA PRIUS,
7172,5864980,ნარინჯისფერი,IVECO EUROCARGO ML110EL22,6/8
7173,5864660,შავი,MITSUBISHI DIAMANTE,
7174,5864660,შავი,VOLKSWAGEN JETTA 2.0,
7175,5862369,თეთრი,FORD TRANSIT,
7176,5862367,მწვანე,BMW 318 I,7/8
7177,5864739,შავი,HONDA FIT,
7178,5864739,რუხი,TOYOTA COROLLA,7/8
7179,5862433,რუხი,ROVER 418,1/8
7180,5863571,,mersedesi,
7181,5863487,ყავისფერი,TOYOTA PRIUS,3/8
7182,5864012,რუხი,TOYOTA PRIUS,7/8
7183,5864533,ყვითელი,TOYOTA PRIUS,4/8
7184,5865042,შავი,LEXUS RX450H,
7185,5865985,შავი,HONDA CR-V,
7186,5865985,შავი,TOYOTA CAMRY,
7187,5865985,რუხი,TOYOTA HILUX SURF,1/8
7188,5862794,რუხი,TOYOTA PRIUS,7/8
7189,5862811,რუხი,HYUNDAI IONIQ HYBRID,6/8
7190,5862811,რუხი,NISSAN SERENA,1/8
7191,5862811,რუხი,OPEL VITA,1/8
7192,5863004,წითელი,NISSAN XTERRA,6/8
7193,5863012,წითელი,NISSAN XTERRA,6/8
7194,5865036,ლურჯი,HONDA FIT,1/8
7195,5865036,თეთრი,MERCEDES-BENZ ML 320,
7196,5865976,რუხი,MERCEDES-BENZ CLK 320,2/8
7197,5862405,შავი,MERCEDES-BENZ C 200,
7198,5862405,, მერსედესი,
7199,5862828,შავი,BMW 328 I,
7200,5862828,თეთრი,BMW 518 I,
7201,5862828,თეთრი,OPEL ASTRA,
7202,5863467,,ტოიოტა ჰაილუქსი,
7203,5865003,რუხი,BMW X5,7/8
7204,5862864,თეთრი,FORD TRANSIT,
7205,5862864,რუხი,HONDA INSIGHT,7/8
7206,5862864,რუხი,MERCEDES-BENZ C 250 DIESEL,8/8
7207,5862864,თეთრი,MERCEDES-BENZ SPRINTER 312 D,
7208,5865955,რუხი,TOYOTA PRIUS,1/8
7209,5862457,თეთრი,MERCEDES-BENZ C 300,
7210,5862457,რუხი,TOYOTA RAV4,1/8
7211,5865011,წითელი,TOYOTA PRIUS,6/8
7212,5864999,ლურჯი,OPEL ASTRA,8/8
7213,5865067,თეთრი,MITSUBISHI CANTER,
7214,5865067,ლურჯი,NISSAN X-TRAIL,7/8
7215,5865945,თეთრი,TOYOTA PRIUS,
7216,5865945,წითელი,TRIUMPH DAYTONA 675 SPE,6/8
7217,5862853,ლურჯი,MERCEDES-BENZ E 200,8/8
7218,5863081,იისფერი,MERCEDES-BENZ C 180,6/8
7219,5863106,,დაუდგენელია დაუდგენელია,
7220,5863193,ლურჯი,OPEL ASTRA,7/8
7221,5863193,იისფერი,VAZ 2107,7/8
7222,5866074,თეთრი,SUBARU LEGACY,
7223,5866074,შავი,VOLKSWAGEN GOLF  V,
7224,5862984,თეთრი,დონგ ფენგ,
7225,5862984,წითელი,მოპედი,
7226,5866082,წითელი,FORD TRANSIT 190 EF,6/8
7227,5863473,,ივეკო,
7228,5863556,რუხი,KAMAZ 55111,4/8
7229,5863556,შავი,NISSAN X-TRAIL,
7230,5863896,რუხი,TOYOTA RAV4,7/8
7231,5881224,თეთრი,HONDA CR-V 2.0I 16V 4WD,
7232,5872423,იისფერი,OPEL VECTRA,8/8
7233,5863573,თეთრი,CHEVROLET CRUZE,
7234,5863573,რუხი,MERCEDES-BENZ CLK 430,1/8
7235,5863573,შავი,VOLKSWAGEN JETTA 2.0,
7236,5863573,თეთრი,ვაზ21074,
7237,5866909,თეთრი,MITSUBISHI DELICA,
7238,5866856,თეთრი,LEXUS RX 400 H,
7239,5866179,რუხი,MITSUBISHI GRANDIS,1/8
7240,5866877,რუხი,NISSAN MURANO,1/8
7241,5866877,ლურჯი,NISSAN XTERRA,7/8
7242,5866911,თეთრი,FORD TRANSIT,
7243,5866911,რუხი,NISSAN X-TRAIL,2/8
7244,5866911,თეთრი,VAZ 2121,
7245,5863338,თეთრი,MERCEDES-BENZ SPRINTER,
7246,5866823,ყვითელი,FORD TRANSIT 430E2.2L,5/8
7247,5866823,რუხი,MITSUBISHI PAJERO,1/8
7248,5863821,რუხი,TOYOTA  HILUX,5/8
7249,5862987,შავი,HONDA FIT,
7250,5862987,, კამაზი,
7251,5863341,თეთრი,MERCEDES-BENZ SPRINTER 906 KA 35,
7252,5863341,ყავისფერი,NISSAN TIIDA,2/8
7253,5863684,თეთრი,FORD TRANSIT,
7254,5863684,ლურჯი,TOYOTA PRIUS,5/8
7255,5863854,მწვანე,MERCEDES-BENZ ACTROS 1843 LS,5/8
7256,5863816,მწვანე,BMW 316,6/8
7257,5863434,,BMW,
7258,5868582,ყვითელი,AUMAN BJ3252DLPJB-11,5/8
7259,5868582,ლურჯი,DAF 85 CF 340,5/8
7260,5868582,წითელი,FOTON BJ3252DLPJB-5,6/8
7261,5868582,თეთრი,IVEKO 340 E 34,
7262,5868582,წითელი,KAMAZ 55111,4/8
7263,5868582,მწვანე,RENAULT K,5/8
7264,5863794,ყავისფერი,TOYOTA PRIUS,3/8
7265,5864802,ლურჯი,OPEL CORSA B,3/8
7266,5864801,რუხი,BMW 525,1/8
7267,5866930,რუხი,HYUNDAI GETZ,1/8
7268,5863427,შავი,VOLKSWAGEN JETTA,
7269,5863592,თეთრი,MITSUBISHI PAJERO IO,
7270,5866941,თეთრი,MAZDA 6,
7271,5866928,ლურჯი,MERCEDES-BENZ CLK 200 KOMPRESSOR,8/8
7272,5863429,რუხი,MERCEDES-BENZ C 180,1/8
7273,5863603,ლურჯი,OPEL ASTRA,7/8
7274,5866957,თეთრი,OPEL ASTRA H,
7275,5863740,ლურჯი,TOYOTA PRIUS,7/8
7276,5863913,შავი,BMW X5,
7277,5863913,ლურჯი,MERCEDES-BENZ C 180,8/8
7278,5866936,რუხი,TOYOTA CAMRY HYBRID,6/8
7279,5867259,შავი,BMW X5,
7280,5867259,შავი,LEXUS RX450H,
7281,5863963,რუხი,BMW 328 CI,8/8
7282,5864951,თეთრი,MERCEDES-BENZ VITO 111 CDI,
7283,5863623,მწვანე,HONDA CR-V,8/8
7284,5863623,ყავისფერი,NISSAN X-TRAIL,2/8
7285,5867045,შავი,GMC YUKON,
7286,5867319,შავი,LEXUS GX 470,
7287,5867319,ყავისფერი,MERCEDES-BENZ E 240,3/8
7288,5867319,თეთრი,TOYOTA PRIUS,
7289,5867300,თეთრი,HONDA CIVIC SI,
7290,5867300,ყავისფერი,NISSAN SKYLINE,1/8
7291,5867300,რუხი,OPEL ASTRA,7/8
7292,5863814,წითელი,VAZ 2121,3/8
7293,5863976,რუხი,MERCEDES-BENZ ACTROS 2648,2/8
7294,5863976,მწვანე,NOOTEBOOM OSD,5/8
7295,5863976,შავი,TOYOTA CAMRY,
7296,5867320,რუხი,MERCEDES-BENZ B 200,1/8
7297,5867320,შავი,MERCEDES-BENZ ML 500,
7298,5867320,შავი,TOYOTA FORTUNER,
7299,5867240,ყვითელი,ISUZU BOGDAN,4/8
7300,5864017,ყვითელი,HONDA TRX450R,4/8
7301,5867236,თეთრი,TOYOTA PRIUS,
7302,5867236,ყავისფერი,TOYOTA PRIUS,3/8
7303,5867236,თეთრი,VAZ 2107,
7304,5863629,მწვანე,BMW 523 I,7/8
7305,5863719,მწვანე,VOLVO FH12-16,6/8
7306,5867328,რუხი,BMW 530 I,1/8
7307,5867269,რუხი,MERCEDES-BENZ CLK 320,2/8
7308,5863819,წითელი,VAZ 2121,3/8
7309,5867264,შავი,LEXUS IS 250,
7310,5867304,რუხი,JEEP GRAND CHEROKEE,8/8
7311,5864740,რუხი,TOYOTA LANDCRUISER LC150,7/8
7312,5863850,თეთრი,MERCEDES-BENZ C 180,
7313,5863853,თეთრი,FORD EDGE,
7314,5863878,თეთრი,FORD TRANSIT 2500D,
7315,5864556,რუხი,MITSUBISHI AIRTREK,1/8
7316,5864803,შავი,TOYOTA PRIUS,
7317,5865178,შავი,TOYOTA PRIUS,
7318,5863742,ლურჯი,MERCEDES-BENZ E 220 CDI,7/8
7319,5864411,ლურჯი,MITSUBISHI PAJERO IO,7/8
7320,5866125,წითელი,HONDA CR-V 2.0I 16V 4WD,7/8
7321,5865989,ლურჯი,NISSAN X-TRAIL,1/8
7322,5866116,რუხი,HONDA FIT HYBRID,1/8
7323,5866116,თეთრი,SUZUKI CERVO,
7324,5864077,რუხი,TOYOTA PRIUS,6/8
7325,5864028,შავი,BMW 330 XI,
7326,5864028,თეთრი,FORD TRANSIT,
7327,5864028,თეთრი,VAZ 21061,
7328,5866063,მწვანე,OPEL ASTRA,4/8
7329,5863834,თეთრი,TEMSA SAFIR,
7330,5863834,თეთრი,TEMSA SAFIR,
7331,5867196,შავი,BMW X5 SDRIVE 35I,
7332,5864423,,მანი,
7333,5865070,თეთრი,HONDA FIT HYBRID,
7334,5864420,რუხი,MERCEDES-BENZ C 180,1/8
7335,5864429,რუხი,HYUNDAI TUCSON,1/8
7336,5864429,თეთრი,MITSUBISHI COLT,
7337,5864441,,მოტოციკლი,
7338,5864431,რუხი,MERCEDES-BENZ E 220 CDI,2/8
7339,5864431,ლურჯი,OPEL ASTRA G,8/8
7340,5864428,შავი,MERCEDES-BENZ C 180,
7341,5864428,ლურჯი,OPEL VECTRA,7/8
7342,5864428,, მერსედესი,
7343,5864428,, ტოიოტა ქამრი,
7344,5864425,რუხი,CHEVROLET EQUINOX,8/8
7345,5864432,რუხი,SUZUKI GRAND VITARA,2/8
7346,5865064,რუხი,HYUNDAI IX35,3/8
7347,5865064,შავი,MERCEDES-BENZ ML 350,
7348,5865973,წითელი,HONDA CIVIC,5/8
7349,5865962,თეთრი,TOYOTA PRIUS,
7350,5864529,ლურჯი,VOLVO S40,8/8
7351,5864529,, ტოიოტა,
7352,5865060,მწვანე,OPEL ASTRA,7/8
7353,5865044,ყვითელი,ISUZU BOGDAN,4/8
7354,5865044,რუხი,OPEL ASTRA,2/8
7355,5864963,რუხი,NISSAN VERSA,5/8
7356,5867600,შავი,VOLKSWAGEN JETTA,
7357,5865426,შავი,FORD F-150,
7358,5865426,მწვანე,MAZDA 323,2/8
7359,5864765,რუხი,TOYOTA PRIUS,1/8
7360,5864765,, mopedi,
7361,5864979,რუხი,TOYOTA AQUA,1/8
7362,5865013,მწვანე,TOYOTA PRIUS,1/8
7363,5865013,, ოპელი,
7364,5864776,რუხი,MERCEDES-BENZ C 180,1/8
7365,5864866,რუხი,TOYOTA PRIUS,6/8
7366,5864870,რუხი,MERCEDES-BENZ C 200 KOMPRESSOR,1/8
7367,5864870,რუხი,MITSUBISHI COLT,1/8
7368,5864911,ლურჯი,DAIHATSU SIRION,6/8
7369,5864911,შავი,TOYOTA PRIUS,
7370,5865087,ლურჯი,NISSAN PATHFINDER,7/8
7371,5864962,მწვანე,ISUZU NOVOCITI LIFE,5/8
7372,5866440,შავი,HONDA CR-V 2.0I 16V 4WD,
7373,5865142,რუხი,SKODA OCTAVIA,7/8
7374,5865306,თეთრი,VAZ 2102,
